atp,location,tournament,date,series,court,surface,round,bestof,winner,loser,anho
51,Winston-Salem,Winston-Salem Open at Wake Forest University,2015/08/25,ATP250,Outdoor,Hard,2nd Round,3,Herbert P.H,Baghdatis M.,2015
51,Winston-Salem,Winston-Salem Open at Wake Forest University,2015/08/26,ATP250,Outdoor,Hard,2nd Round,3,Jaziri M.,Troicki V.,2015
51,Winston-Salem,Winston-Salem Open at Wake Forest University,2015/08/26,ATP250,Outdoor,Hard,2nd Round,3,Tsonga J.W.,Istomin D.,2015
51,Winston-Salem,Winston-Salem Open at Wake Forest University,2015/08/26,ATP250,Outdoor,Hard,2nd Round,3,Carreno-Busta P.,Sousa J.,2015
51,Winston-Salem,Winston-Salem Open at Wake Forest University,2015/08/26,ATP250,Outdoor,Hard,2nd Round,3,Bolelli S.,Querrey S.,2015
51,Winston-Salem,Winston-Salem Open at Wake Forest University,2015/08/26,ATP250,Outdoor,Hard,3rd Round,3,Lu Y.H.,Chung H.,2015
51,Winston-Salem,Winston-Salem Open at Wake Forest University,2015/08/26,ATP250,Outdoor,Hard,3rd Round,3,Anderson K.,Janowicz J.,2015
51,Winston-Salem,Winston-Salem Open at Wake Forest University,2015/08/26,ATP250,Outdoor,Hard,3rd Round,3,Jaziri M.,Gabashvili T.,2015
51,Winston-Salem,Winston-Salem Open at Wake Forest University,2015/08/26,ATP250,Outdoor,Hard,3rd Round,3,Coric B.,Schwartzman D.,2015
51,Winston-Salem,Winston-Salem Open at Wake Forest University,2015/08/26,ATP250,Outdoor,Hard,3rd Round,3,Bellucci T.,Vesely J.,2015
51,Winston-Salem,Winston-Salem Open at Wake Forest University,2015/08/26,ATP250,Outdoor,Hard,3rd Round,3,Carreno-Busta P.,Bolelli S.,2015
51,Winston-Salem,Winston-Salem Open at Wake Forest University,2015/08/26,ATP250,Outdoor,Hard,3rd Round,3,Herbert P.H,Bedene A.,2015
51,Winston-Salem,Winston-Salem Open at Wake Forest University,2015/08/27,ATP250,Outdoor,Hard,3rd Round,3,Johnson S.,Tsonga J.W.,2015
51,Winston-Salem,Winston-Salem Open at Wake Forest University,2015/08/27,ATP250,Outdoor,Hard,Quarterfinals,3,Herbert P.H,Carreno-Busta P.,2015
51,Winston-Salem,Winston-Salem Open at Wake Forest University,2015/08/27,ATP250,Outdoor,Hard,Quarterfinals,3,Johnson S.,Lu Y.H.,2015
51,Winston-Salem,Winston-Salem Open at Wake Forest University,2015/08/28,ATP250,Outdoor,Hard,Quarterfinals,3,Anderson K.,Coric B.,2015
51,Winston-Salem,Winston-Salem Open at Wake Forest University,2015/08/28,ATP250,Outdoor,Hard,Quarterfinals,3,Jaziri M.,Bellucci T.,2015
51,Winston-Salem,Winston-Salem Open at Wake Forest University,2015/08/28,ATP250,Outdoor,Hard,Semifinals,3,Herbert P.H,Johnson S.,2015
51,Winston-Salem,Winston-Salem Open at Wake Forest University,2015/08/29,ATP250,Outdoor,Hard,Semifinals,3,Anderson K.,Jaziri M.,2015
51,Winston-Salem,Winston-Salem Open at Wake Forest University,2015/08/29,ATP250,Outdoor,Hard,The Final,3,Anderson K.,Herbert P.H,2015
52,New York,US Open,2015/08/31,Grand Slam,Outdoor,Hard,1st Round,5,Fish M.,Cecchinato M.,2015
52,New York,US Open,2015/08/31,Grand Slam,Outdoor,Hard,1st Round,5,Goffin D.,Bolelli S.,2015
52,New York,US Open,2015/08/31,Grand Slam,Outdoor,Hard,1st Round,5,Dimitrov G.,Ebden M.,2015
52,New York,US Open,2015/08/31,Grand Slam,Outdoor,Hard,1st Round,5,Ilhan M.,Stepanek R.,2015
52,New York,US Open,2015/08/31,Grand Slam,Outdoor,Hard,1st Round,5,Kukushkin M.,Lu Y.H.,2015
52,New York,US Open,2015/08/31,Grand Slam,Outdoor,Hard,1st Round,5,Paire B.,Nishikori K.,2015
52,New York,US Open,2015/08/31,Grand Slam,Outdoor,Hard,1st Round,5,Berankis R.,Sousa J.,2015
52,New York,US Open,2015/08/31,Grand Slam,Outdoor,Hard,1st Round,5,Seppi A.,Paul T.,2015
52,New York,US Open,2015/08/31,Grand Slam,Outdoor,Hard,1st Round,5,Tsonga J.W.,Nieminen J.,2015
52,New York,US Open,2015/08/31,Grand Slam,Outdoor,Hard,1st Round,5,Lopez F.,Basilashvili N.,2015
52,New York,US Open,2015/08/31,Grand Slam,Outdoor,Hard,1st Round,5,Gabashvili T.,Andujar P.,2015
52,New York,US Open,2015/08/31,Grand Slam,Outdoor,Hard,1st Round,5,Granollers M.,Lacko L.,2015
52,New York,US Open,2015/08/31,Grand Slam,Outdoor,Hard,1st Round,5,Verdasco F.,Haas T.,2015
52,New York,US Open,2015/08/31,Grand Slam,Outdoor,Hard,1st Round,5,Raonic M.,Smyczek T.,2015
52,New York,US Open,2015/08/31,Grand Slam,Outdoor,Hard,1st Round,5,Stakhovsky S.,Millman J.,2015
52,New York,US Open,2015/08/31,Grand Slam,Outdoor,Hard,1st Round,5,Klizan M.,Mayer F.,2015
52,New York,US Open,2015/08/31,Grand Slam,Outdoor,Hard,1st Round,5,Chardy J.,Shane R.,2015
52,New York,US Open,2015/08/31,Grand Slam,Outdoor,Hard,1st Round,5,Cilic M.,Pella G.,2015
52,New York,US Open,2015/08/31,Grand Slam,Outdoor,Hard,1st Round,5,Donskoy E.,Pouille L.,2015
52,New York,US Open,2015/08/31,Grand Slam,Outdoor,Hard,1st Round,5,Ferrer D.,Albot R.,2015
52,New York,US Open,2015/08/31,Grand Slam,Outdoor,Hard,1st Round,5,Robredo T.,Berrer M.,2015
52,New York,US Open,2015/08/31,Grand Slam,Outdoor,Hard,1st Round,5,Bautista R.,Herbert P.H,2015
52,New York,US Open,2015/08/31,Grand Slam,Outdoor,Hard,1st Round,5,Djokovic N.,Souza J.,2015
52,New York,US Open,2015/08/31,Grand Slam,Outdoor,Hard,1st Round,5,Krajinovic F.,Gonzalez A.,2015
52,New York,US Open,2015/08/31,Grand Slam,Outdoor,Hard,1st Round,5,Carreno-Busta P.,Janowicz J.,2015
52,New York,US Open,2015/08/31,Grand Slam,Outdoor,Hard,1st Round,5,Cuevas P.,Sela D.,2015
52,New York,US Open,2015/08/31,Grand Slam,Outdoor,Hard,1st Round,5,Haider-Maurer A.,Pospisil V.,2015
52,New York,US Open,2015/08/31,Grand Slam,Outdoor,Hard,1st Round,5,Schwartzman D.,Ymer E.,2015
52,New York,US Open,2015/08/31,Grand Slam,Outdoor,Hard,1st Round,5,Marchenko I.,Monfils G.,2015
52,New York,US Open,2015/08/31,Grand Slam,Outdoor,Hard,1st Round,5,Fognini F.,Johnson S.,2015
52,New York,US Open,2015/09/01,Grand Slam,Outdoor,Hard,1st Round,5,Groth S.,Dolgopolov O.,2015
52,New York,US Open,2015/09/01,Grand Slam,Outdoor,Hard,1st Round,5,Nadal R.,Coric B.,2015
52,New York,US Open,2015/09/01,Grand Slam,Outdoor,Hard,1st Round,5,Haase R.,Brown D.,2015
52,New York,US Open,2015/09/01,Grand Slam,Outdoor,Hard,1st Round,5,Krajicek A.,Giraldo S.,2015
52,New York,US Open,2015/09/01,Grand Slam,Outdoor,Hard,1st Round,5,Melzer J.,Kudla D.,2015
52,New York,US Open,2015/09/01,Grand Slam,Outdoor,Hard,1st Round,5,Young D.,Simon G.,2015
52,New York,US Open,2015/09/01,Grand Slam,Outdoor,Hard,1st Round,5,Karlovic I.,Delbonis F.,2015
52,New York,US Open,2015/09/01,Grand Slam,Outdoor,Hard,1st Round,5,Nishioka Y.,Mathieu P.H.,2015
52,New York,US Open,2015/09/01,Grand Slam,Outdoor,Hard,1st Round,5,Vesely J.,Lorenzi P.,2015
52,New York,US Open,2015/09/01,Grand Slam,Outdoor,Hard,1st Round,5,Berdych T.,Fratangelo B.,2015
52,New York,US Open,2015/09/01,Grand Slam,Outdoor,Hard,1st Round,5,Isner J.,Jaziri M.,2015
52,New York,US Open,2015/09/01,Grand Slam,Outdoor,Hard,1st Round,5,Youzhny M.,Smith J.P.,2015
52,New York,US Open,2015/09/01,Grand Slam,Outdoor,Hard,1st Round,5,Gasquet R.,Kokkinakis T.,2015
52,New York,US Open,2015/09/01,Grand Slam,Outdoor,Hard,1st Round,5,Kohlschreiber P.,Zverev A.,2015
52,New York,US Open,2015/09/01,Grand Slam,Outdoor,Hard,1st Round,5,Bellucci T.,Ward J.,2015
52,New York,US Open,2015/09/01,Grand Slam,Outdoor,Hard,1st Round,5,Bedene A.,Gulbis E.,2015
52,New York,US Open,2015/09/01,Grand Slam,Outdoor,Hard,1st Round,5,Federer R.,Mayer L.,2015
52,New York,US Open,2015/09/01,Grand Slam,Outdoor,Hard,1st Round,5,Hewitt L.,Nedovyesov A.,2015
52,New York,US Open,2015/09/01,Grand Slam,Outdoor,Hard,1st Round,5,Anderson K.,Rublev A.,2015
52,New York,US Open,2015/09/01,Grand Slam,Outdoor,Hard,1st Round,5,Thiem D.,Gimeno-Traver D.,2015
52,New York,US Open,2015/09/01,Grand Slam,Outdoor,Hard,1st Round,5,Bemelmans R.,Muller G.,2015
52,New York,US Open,2015/09/01,Grand Slam,Outdoor,Hard,1st Round,5,Istomin D.,Becker B.,2015
52,New York,US Open,2015/09/01,Grand Slam,Outdoor,Hard,1st Round,5,Rosol L.,Donaldson J.,2015
52,New York,US Open,2015/09/01,Grand Slam,Outdoor,Hard,1st Round,5,Garcia-Lopez G.,Tipsarevic J.,2015
52,New York,US Open,2015/09/01,Grand Slam,Outdoor,Hard,1st Round,5,Darcis S.,Baghdatis M.,2015
52,New York,US Open,2015/09/01,Grand Slam,Outdoor,Hard,1st Round,5,Mahut N.,Querrey S.,2015
52,New York,US Open,2015/09/01,Grand Slam,Outdoor,Hard,1st Round,5,Troicki V.,Tiafoe F.,2015
52,New York,US Open,2015/09/01,Grand Slam,Outdoor,Hard,1st Round,5,Wawrinka S.,Ramos-Vinolas A.,2015
52,New York,US Open,2015/09/01,Grand Slam,Outdoor,Hard,1st Round,5,Chung H.,Duckworth J.,2015
52,New York,US Open,2015/09/01,Grand Slam,Outdoor,Hard,1st Round,5,Sock J.,Estrella Burgos V.,2015
52,New York,US Open,2015/09/01,Grand Slam,Outdoor,Hard,1st Round,5,Tomic B.,Dzumhur D.,2015
52,New York,US Open,2015/09/01,Grand Slam,Outdoor,Hard,1st Round,5,Mannarino A.,Kravchuk K.,2015
52,New York,US Open,2015/09/02,Grand Slam,Outdoor,Hard,1st Round,5,Murray A.,Kyrgios N.,2015
52,New York,US Open,2015/09/02,Grand Slam,Outdoor,Hard,1st Round,5,Ram R.,Harrison R.,2015
52,New York,US Open,2015/09/02,Grand Slam,Outdoor,Hard,2nd Round,5,Bautista R.,Carreno-Busta P.,2015
52,New York,US Open,2015/09/02,Grand Slam,Outdoor,Hard,2nd Round,5,Goffin D.,Berankis R.,2015
52,New York,US Open,2015/09/02,Grand Slam,Outdoor,Hard,2nd Round,5,Chardy J.,Klizan M.,2015
52,New York,US Open,2015/09/02,Grand Slam,Outdoor,Hard,2nd Round,5,Lopez F.,Fish M.,2015
52,New York,US Open,2015/09/02,Grand Slam,Outdoor,Hard,2nd Round,5,Ferrer D.,Krajinovic F.,2015
52,New York,US Open,2015/09/02,Grand Slam,Outdoor,Hard,2nd Round,5,Raonic M.,Verdasco F.,2015
52,New York,US Open,2015/09/02,Grand Slam,Outdoor,Hard,2nd Round,5,Cilic M.,Donskoy E.,2015
52,New York,US Open,2015/09/02,Grand Slam,Outdoor,Hard,2nd Round,5,Fognini F.,Cuevas P.,2015
52,New York,US Open,2015/09/02,Grand Slam,Outdoor,Hard,2nd Round,5,Paire B.,Ilhan M.,2015
52,New York,US Open,2015/09/02,Grand Slam,Outdoor,Hard,2nd Round,5,Kukushkin M.,Dimitrov G.,2015
52,New York,US Open,2015/09/02,Grand Slam,Outdoor,Hard,2nd Round,5,Nadal R.,Schwartzman D.,2015
52,New York,US Open,2015/09/02,Grand Slam,Outdoor,Hard,2nd Round,5,Stakhovsky S.,Marchenko I.,2015
52,New York,US Open,2015/09/02,Grand Slam,Outdoor,Hard,2nd Round,5,Robredo T.,Groth S.,2015
52,New York,US Open,2015/09/02,Grand Slam,Outdoor,Hard,2nd Round,5,Tsonga J.W.,Granollers M.,2015
52,New York,US Open,2015/09/02,Grand Slam,Outdoor,Hard,2nd Round,5,Seppi A.,Gabashvili T.,2015
52,New York,US Open,2015/09/03,Grand Slam,Outdoor,Hard,2nd Round,5,Djokovic N.,Haider-Maurer A.,2015
52,New York,US Open,2015/09/03,Grand Slam,Outdoor,Hard,2nd Round,5,Bellucci T.,Nishioka Y.,2015
52,New York,US Open,2015/09/03,Grand Slam,Outdoor,Hard,2nd Round,5,Wawrinka S.,Chung H.,2015
52,New York,US Open,2015/09/03,Grand Slam,Outdoor,Hard,2nd Round,5,Troicki V.,Ram R.,2015
52,New York,US Open,2015/09/03,Grand Slam,Outdoor,Hard,2nd Round,5,Bemelmans R.,Sock J.,2015
52,New York,US Open,2015/09/03,Grand Slam,Outdoor,Hard,2nd Round,5,Vesely J.,Karlovic I.,2015
52,New York,US Open,2015/09/03,Grand Slam,Outdoor,Hard,2nd Round,5,Young D.,Bedene A.,2015
52,New York,US Open,2015/09/03,Grand Slam,Outdoor,Hard,2nd Round,5,Garcia-Lopez G.,Mahut N.,2015
52,New York,US Open,2015/09/03,Grand Slam,Outdoor,Hard,2nd Round,5,Murray A.,Mannarino A.,2015
52,New York,US Open,2015/09/03,Grand Slam,Outdoor,Hard,2nd Round,5,Isner J.,Youzhny M.,2015
52,New York,US Open,2015/09/03,Grand Slam,Outdoor,Hard,2nd Round,5,Thiem D.,Istomin D.,2015
52,New York,US Open,2015/09/03,Grand Slam,Outdoor,Hard,2nd Round,5,Anderson K.,Krajicek A.,2015
52,New York,US Open,2015/09/03,Grand Slam,Outdoor,Hard,2nd Round,5,Kohlschreiber P.,Rosol L.,2015
52,New York,US Open,2015/09/03,Grand Slam,Outdoor,Hard,2nd Round,5,Tomic B.,Hewitt L.,2015
52,New York,US Open,2015/09/03,Grand Slam,Outdoor,Hard,2nd Round,5,Berdych T.,Melzer J.,2015
52,New York,US Open,2015/09/03,Grand Slam,Outdoor,Hard,2nd Round,5,Gasquet R.,Haase R.,2015
52,New York,US Open,2015/09/04,Grand Slam,Outdoor,Hard,2nd Round,5,Federer R.,Darcis S.,2015
52,New York,US Open,2015/09/04,Grand Slam,Outdoor,Hard,3rd Round,5,Cilic M.,Kukushkin M.,2015
52,New York,US Open,2015/09/04,Grand Slam,Outdoor,Hard,3rd Round,5,Paire B.,Robredo T.,2015
52,New York,US Open,2015/09/04,Grand Slam,Outdoor,Hard,3rd Round,5,Tsonga J.W.,Stakhovsky S.,2015
52,New York,US Open,2015/09/04,Grand Slam,Outdoor,Hard,3rd Round,5,Djokovic N.,Seppi A.,2015
52,New York,US Open,2015/09/04,Grand Slam,Outdoor,Hard,3rd Round,5,Bautista R.,Goffin D.,2015
52,New York,US Open,2015/09/04,Grand Slam,Outdoor,Hard,3rd Round,5,Lopez F.,Raonic M.,2015
52,New York,US Open,2015/09/05,Grand Slam,Outdoor,Hard,3rd Round,5,Chardy J.,Ferrer D.,2015
52,New York,US Open,2015/09/05,Grand Slam,Outdoor,Hard,3rd Round,5,Fognini F.,Nadal R.,2015
52,New York,US Open,2015/09/05,Grand Slam,Outdoor,Hard,3rd Round,5,Gasquet R.,Tomic B.,2015
52,New York,US Open,2015/09/05,Grand Slam,Outdoor,Hard,3rd Round,5,Berdych T.,Garcia-Lopez G.,2015
52,New York,US Open,2015/09/05,Grand Slam,Outdoor,Hard,3rd Round,5,Federer R.,Kohlschreiber P.,2015
52,New York,US Open,2015/09/05,Grand Slam,Outdoor,Hard,3rd Round,5,Isner J.,Vesely J.,2015
52,New York,US Open,2015/09/05,Grand Slam,Outdoor,Hard,3rd Round,5,Young D.,Troicki V.,2015
52,New York,US Open,2015/09/05,Grand Slam,Outdoor,Hard,3rd Round,5,Wawrinka S.,Bemelmans R.,2015
52,New York,US Open,2015/09/05,Grand Slam,Outdoor,Hard,3rd Round,5,Anderson K.,Thiem D.,2015
52,New York,US Open,2015/09/06,Grand Slam,Outdoor,Hard,3rd Round,5,Murray A.,Bellucci T.,2015
52,New York,US Open,2015/09/06,Grand Slam,Outdoor,Hard,4th Round,5,Cilic M.,Chardy J.,2015
52,New York,US Open,2015/09/06,Grand Slam,Outdoor,Hard,4th Round,5,Tsonga J.W.,Paire B.,2015
52,New York,US Open,2015/09/06,Grand Slam,Outdoor,Hard,4th Round,5,Lopez F.,Fognini F.,2015
52,New York,US Open,2015/09/07,Grand Slam,Outdoor,Hard,4th Round,5,Djokovic N.,Bautista R.,2015
52,New York,US Open,2015/09/07,Grand Slam,Outdoor,Hard,4th Round,5,Wawrinka S.,Young D.,2015
52,New York,US Open,2015/09/07,Grand Slam,Outdoor,Hard,4th Round,5,Anderson K.,Murray A.,2015
52,New York,US Open,2015/09/08,Grand Slam,Outdoor,Hard,4th Round,5,Federer R.,Isner J.,2015
52,New York,US Open,2015/09/08,Grand Slam,Outdoor,Hard,4th Round,5,Gasquet R.,Berdych T.,2015
52,New York,US Open,2015/09/08,Grand Slam,Outdoor,Hard,Quarterfinals,5,Cilic M.,Tsonga J.W.,2015
52,New York,US Open,2015/09/09,Grand Slam,Outdoor,Hard,Quarterfinals,5,Djokovic N.,Lopez F.,2015
52,New York,US Open,2015/09/09,Grand Slam,Outdoor,Hard,Quarterfinals,5,Wawrinka S.,Anderson K.,2015
52,New York,US Open,2015/09/10,Grand Slam,Outdoor,Hard,Quarterfinals,5,Federer R.,Gasquet R.,2015
52,New York,US Open,2015/09/11,Grand Slam,Outdoor,Hard,Semifinals,5,Djokovic N.,Cilic M.,2015
52,New York,US Open,2015/09/12,Grand Slam,Outdoor,Hard,Semifinals,5,Federer R.,Wawrinka S.,2015
52,New York,US Open,2015/09/13,Grand Slam,Outdoor,Hard,The Final,5,Djokovic N.,Federer R.,2015
53,Metz,Open de Moselle,2015/09/21,ATP250,Indoor,Hard,1st Round,3,Muller G.,Bedene A.,2015
53,Metz,Open de Moselle,2015/09/22,ATP250,Indoor,Hard,1st Round,3,Pospisil V.,Nedovyesov A.,2015
53,Metz,Open de Moselle,2015/09/22,ATP250,Indoor,Hard,1st Round,3,Roger-Vasselin E.,De Schepper K.,2015
53,Metz,Open de Moselle,2015/09/22,ATP250,Indoor,Hard,1st Round,3,Mannarino A.,Millot V.,2015
53,Metz,Open de Moselle,2015/09/22,ATP250,Indoor,Hard,1st Round,3,Zverev M.,Carreno-Busta P.,2015
53,Metz,Open de Moselle,2015/09/22,ATP250,Indoor,Hard,1st Round,3,Klizan M.,Mathieu P.H.,2015
53,Metz,Open de Moselle,2015/09/22,ATP250,Indoor,Hard,1st Round,3,Verdasco F.,Zverev A.,2015
53,Metz,Open de Moselle,2015/09/23,ATP250,Indoor,Hard,1st Round,3,Kohlschreiber P.,Millman J.,2015
53,Metz,Open de Moselle,2015/09/23,ATP250,Indoor,Hard,1st Round,3,Brown D.,Ram R.,2015
53,Metz,Open de Moselle,2015/09/23,ATP250,Indoor,Hard,1st Round,3,Lorenzi P.,Darcis S.,2015
53,Metz,Open de Moselle,2015/09/23,ATP250,Indoor,Hard,1st Round,3,Mahut N.,Delbonis F.,2015
53,Metz,Open de Moselle,2015/09/23,ATP250,Indoor,Hard,1st Round,3,Herbert P.H,Stakhovsky S.,2015
53,Metz,Open de Moselle,2015/09/24,ATP250,Indoor,Hard,2nd Round,3,Klizan M.,Pospisil V.,2015
53,Metz,Open de Moselle,2015/09/23,ATP250,Indoor,Hard,2nd Round,3,Tsonga J.W.,Zverev M.,2015
53,Metz,Open de Moselle,2015/09/23,ATP250,Indoor,Hard,2nd Round,3,Muller G.,Verdasco F.,2015
53,Metz,Open de Moselle,2015/09/24,ATP250,Indoor,Hard,2nd Round,3,Garcia-Lopez G.,Herbert P.H,2015
53,Metz,Open de Moselle,2015/09/24,ATP250,Indoor,Hard,2nd Round,3,Kohlschreiber P.,Lorenzi P.,2015
53,Metz,Open de Moselle,2015/09/24,ATP250,Indoor,Hard,2nd Round,3,Mahut N.,Mannarino A.,2015
53,Metz,Open de Moselle,2015/09/24,ATP250,Indoor,Hard,2nd Round,3,Wawrinka S.,Brown D.,2015
53,Metz,Open de Moselle,2015/09/24,ATP250,Indoor,Hard,2nd Round,3,Simon G.,Roger-Vasselin E.,2015
53,Metz,Open de Moselle,2015/09/25,ATP250,Indoor,Hard,Quarterfinals,3,Klizan M.,Garcia-Lopez G.,2015
53,Metz,Open de Moselle,2015/09/25,ATP250,Indoor,Hard,Quarterfinals,3,Simon G.,Muller G.,2015
53,Metz,Open de Moselle,2015/09/25,ATP250,Indoor,Hard,Quarterfinals,3,Tsonga J.W.,Mahut N.,2015
53,Metz,Open de Moselle,2015/09/25,ATP250,Indoor,Hard,Quarterfinals,3,Kohlschreiber P.,Wawrinka S.,2015
53,Metz,Open de Moselle,2015/09/26,ATP250,Indoor,Hard,Semifinals,3,Simon G.,Klizan M.,2015
53,Metz,Open de Moselle,2015/09/26,ATP250,Indoor,Hard,Semifinals,3,Tsonga J.W.,Kohlschreiber P.,2015
53,Metz,Open de Moselle,2015/09/27,ATP250,Indoor,Hard,The Final,3,Tsonga J.W.,Simon G.,2015
54,St. Petersburg,St. Petersburg Open,2015/09/21,ATP250,Indoor,Hard,1st Round,3,Haider-Maurer A.,Gimeno-Traver D.,2015
54,St. Petersburg,St. Petersburg Open,2015/09/22,ATP250,Indoor,Hard,1st Round,3,Baghdatis M.,Gulbis E.,2015
54,St. Petersburg,St. Petersburg Open,2015/09/22,ATP250,Indoor,Hard,1st Round,3,Donskoy E.,Sidorenko A.,2015
54,St. Petersburg,St. Petersburg Open,2015/09/22,ATP250,Indoor,Hard,1st Round,3,Janowicz J.,Paire B.,2015
54,St. Petersburg,St. Petersburg Open,2015/09/22,ATP250,Indoor,Hard,1st Round,3,Robredo T.,Youzhny M.,2015
54,St. Petersburg,St. Petersburg Open,2015/09/23,ATP250,Indoor,Hard,1st Round,3,Pouille L.,Berankis R.,2015
54,St. Petersburg,St. Petersburg Open,2015/09/23,ATP250,Indoor,Hard,1st Round,3,Granollers M.,Kokkinakis T.,2015
54,St. Petersburg,St. Petersburg Open,2015/09/23,ATP250,Indoor,Hard,1st Round,3,Gabashvili T.,Shyla Y.,2015
54,St. Petersburg,St. Petersburg Open,2015/09/23,ATP250,Indoor,Hard,1st Round,3,Bolelli S.,Rublev A.,2015
54,St. Petersburg,St. Petersburg Open,2015/09/23,ATP250,Indoor,Hard,1st Round,3,Sousa J.,Albot R.,2015
54,St. Petersburg,St. Petersburg Open,2015/09/23,ATP250,Indoor,Hard,1st Round,3,Istomin D.,Kukushkin M.,2015
54,St. Petersburg,St. Petersburg Open,2015/09/23,ATP250,Indoor,Hard,1st Round,3,Becker B.,Golubev A.,2015
54,St. Petersburg,St. Petersburg Open,2015/09/23,ATP250,Indoor,Hard,2nd Round,3,Thiem D.,Haider-Maurer A.,2015
54,St. Petersburg,St. Petersburg Open,2015/09/24,ATP250,Indoor,Hard,2nd Round,3,Bautista R.,Gabashvili T.,2015
54,St. Petersburg,St. Petersburg Open,2015/09/24,ATP250,Indoor,Hard,2nd Round,3,Pouille L.,Janowicz J.,2015
54,St. Petersburg,St. Petersburg Open,2015/09/24,ATP250,Indoor,Hard,2nd Round,3,Robredo T.,Baghdatis M.,2015
54,St. Petersburg,St. Petersburg Open,2015/09/24,ATP250,Indoor,Hard,2nd Round,3,Istomin D.,Becker B.,2015
54,St. Petersburg,St. Petersburg Open,2015/09/24,ATP250,Indoor,Hard,2nd Round,3,Raonic M.,Donskoy E.,2015
54,St. Petersburg,St. Petersburg Open,2015/09/24,ATP250,Indoor,Hard,2nd Round,3,Bolelli S.,Berdych T.,2015
54,St. Petersburg,St. Petersburg Open,2015/09/24,ATP250,Indoor,Hard,2nd Round,3,Sousa J.,Granollers M.,2015
54,St. Petersburg,St. Petersburg Open,2015/09/25,ATP250,Indoor,Hard,Quarterfinals,3,Thiem D.,Istomin D.,2015
54,St. Petersburg,St. Petersburg Open,2015/09/25,ATP250,Indoor,Hard,Quarterfinals,3,Sousa J.,Bolelli S.,2015
54,St. Petersburg,St. Petersburg Open,2015/09/25,ATP250,Indoor,Hard,Quarterfinals,3,Bautista R.,Pouille L.,2015
54,St. Petersburg,St. Petersburg Open,2015/09/25,ATP250,Indoor,Hard,Quarterfinals,3,Raonic M.,Robredo T.,2015
54,St. Petersburg,St. Petersburg Open,2015/09/26,ATP250,Indoor,Hard,Semifinals,3,Sousa J.,Thiem D.,2015
54,St. Petersburg,St. Petersburg Open,2015/09/26,ATP250,Indoor,Hard,Semifinals,3,Raonic M.,Bautista R.,2015
54,St. Petersburg,St. Petersburg Open,2015/09/27,ATP250,Indoor,Hard,The Final,3,Raonic M.,Sousa J.,2015
55,Kuala Lumpur,Malaysian Open,2015/09/28,ATP250,Indoor,Hard,1st Round,3,Becker B.,Groth S.,2015
55,Kuala Lumpur,Malaysian Open,2015/09/28,ATP250,Indoor,Hard,1st Round,3,Kyrgios N.,Giraldo S.,2015
55,Kuala Lumpur,Malaysian Open,2015/09/29,ATP250,Indoor,Hard,1st Round,3,Basilashvili N.,Nedovyesov A.,2015
55,Kuala Lumpur,Malaysian Open,2015/09/29,ATP250,Indoor,Hard,1st Round,3,Albot R.,Troicki V.,2015
55,Kuala Lumpur,Malaysian Open,2015/09/29,ATP250,Indoor,Hard,1st Round,3,Kukushkin M.,Ramanathan R.,2015
55,Kuala Lumpur,Malaysian Open,2015/09/29,ATP250,Indoor,Hard,1st Round,3,Chardy J.,Zverev A.,2015
55,Kuala Lumpur,Malaysian Open,2015/09/29,ATP250,Indoor,Hard,1st Round,3,Ito T.,Nieminen J.,2015
55,Kuala Lumpur,Malaysian Open,2015/09/29,ATP250,Indoor,Hard,1st Round,3,Stepanek R.,Sugita Y.,2015
55,Kuala Lumpur,Malaysian Open,2015/09/29,ATP250,Indoor,Hard,1st Round,3,Pospisil V.,Uchiyama Y.,2015
55,Kuala Lumpur,Malaysian Open,2015/09/29,ATP250,Indoor,Hard,1st Round,3,Baghdatis M.,Almagro N.,2015
55,Kuala Lumpur,Malaysian Open,2015/09/30,ATP250,Indoor,Hard,1st Round,3,Zverev M.,Ram R.,2015
55,Kuala Lumpur,Malaysian Open,2015/09/30,ATP250,Indoor,Hard,1st Round,3,Sousa J.,Przysiezny M.,2015
55,Kuala Lumpur,Malaysian Open,2015/09/30,ATP250,Indoor,Hard,2nd Round,3,Becker B.,Chardy J.,2015
55,Kuala Lumpur,Malaysian Open,2015/09/30,ATP250,Indoor,Hard,2nd Round,3,Karlovic I.,Basilashvili N.,2015
55,Kuala Lumpur,Malaysian Open,2015/09/30,ATP250,Indoor,Hard,2nd Round,3,Kyrgios N.,Ito T.,2015
55,Kuala Lumpur,Malaysian Open,2015/10/01,ATP250,Indoor,Hard,2nd Round,3,Pospisil V.,Baghdatis M.,2015
55,Kuala Lumpur,Malaysian Open,2015/10/01,ATP250,Indoor,Hard,2nd Round,3,Lopez F.,Zverev M.,2015
55,Kuala Lumpur,Malaysian Open,2015/10/01,ATP250,Indoor,Hard,2nd Round,3,Kukushkin M.,Albot R.,2015
55,Kuala Lumpur,Malaysian Open,2015/10/01,ATP250,Indoor,Hard,2nd Round,3,Dimitrov G.,Sousa J.,2015
55,Kuala Lumpur,Malaysian Open,2015/10/01,ATP250,Indoor,Hard,2nd Round,3,Ferrer D.,Stepanek R.,2015
55,Kuala Lumpur,Malaysian Open,2015/10/02,ATP250,Indoor,Hard,Quarterfinals,3,Kyrgios N.,Karlovic I.,2015
