series,court,surface,round,bestof,winner,loser,wrank,lrank,wpts,lpts,w1,l1,w2,l2,w3,l3,w4,l4,w5,l5,wsets,lsets,anho
ATP250,Outdoor,Grass,1st Round,3,Lu Y.H.,Pavic M.,48,515,933,67,7,6,6,7,7,6,,,,,2,1,2014
ATP250,Outdoor,Grass,1st Round,3,Falla A.,Kubot L.,69,68,713,713,6,2,3,6,6,3,,,,,2,1,2014
ATP250,Outdoor,Grass,1st Round,3,Karlovic I.,Youzhny M.,33,16,1177,1930,6,3,6,4,,,,,,,2,0,2014
ATP250,Outdoor,Grass,1st Round,3,Gabashvili T.,Marchenko I.,61,180,798,286,6,7,6,4,7,6,,,,,2,1,2014
ATP250,Outdoor,Grass,1st Round,3,Johnson S.,Olivetti A.,63,161,767,339,6,4,6,2,,,,,,,2,0,2014
ATP250,Outdoor,Grass,1st Round,3,Monfils G.,Becker B.,20,79,1660,678,6,1,7,5,,,,,,,2,0,2014
ATP250,Outdoor,Grass,2nd Round,3,Kohlschreiber P.,Herbert P.H.,27,135,1395,423,6,2,6,4,,,,,,,2,0,2014
ATP250,Outdoor,Grass,2nd Round,3,Falla A.,Haase R.,69,52,713,865,7,6,6,4,,,,,,,2,0,2014
ATP250,Outdoor,Grass,2nd Round,3,Nishikori K.,Monfils G.,12,20,2645,1660,6,1,3,6,6,3,,,,,2,1,2014
ATP250,Outdoor,Grass,2nd Round,3,Gojowczyk P.,Raonic M.,120,9,493,3245,6,4,6,4,,,,,,,2,0,2014
ATP250,Outdoor,Grass,2nd Round,3,Federer R.,Sousa J.,4,47,4945,940,6,7,6,4,6,2,,,,,2,1,2014
ATP250,Outdoor,Grass,2nd Round,3,Lu Y.H.,Karlovic I.,48,33,933,1177,7,6,7,6,,,,,,,2,0,2014
ATP250,Outdoor,Grass,2nd Round,3,Johnson S.,Gabashvili T.,63,61,767,798,,,,,,,,,,,,,2014
ATP250,Outdoor,Grass,2nd Round,3,Brown D.,Nadal R.,85,1,633,12500,6,4,6,1,,,,,,,2,0,2014
ATP250,Outdoor,Grass,Quarterfinals,3,Falla A.,Gojowczyk P.,69,120,713,493,7,6,7,6,,,,,,,2,0,2014
ATP250,Outdoor,Grass,Quarterfinals,3,Kohlschreiber P.,Brown D.,27,85,1395,633,6,4,5,7,7,6,,,,,2,1,2014
ATP250,Outdoor,Grass,Quarterfinals,3,Nishikori K.,Johnson S.,12,63,2645,767,6,1,7,6,,,,,,,2,0,2014
ATP250,Outdoor,Grass,Quarterfinals,3,Federer R.,Lu Y.H.,4,48,4945,933,,,,,,,,,,,,,2014
ATP250,Outdoor,Grass,Semifinals,3,Falla A.,Kohlschreiber P.,69,27,713,1395,5,7,7,6,6,4,,,,,2,1,2014
ATP250,Outdoor,Grass,Semifinals,3,Federer R.,Nishikori K.,4,12,4945,2645,6,3,7,6,,,,,,,2,0,2014
ATP250,Outdoor,Grass,The Final,3,Federer R.,Falla A.,4,69,4945,713,7,6,7,6,,,,,,,2,0,2014
ATP250,Outdoor,Grass,1st Round,3,Tomic B.,Smyczek T.,82,106,646,548,6,4,3,6,7,5,,,,,2,1,2014
ATP250,Outdoor,Grass,1st Round,3,Ward J.,Rola B.,155,91,361,602,7,5,6,4,,,,,,,2,0,2014
ATP250,Outdoor,Grass,1st Round,3,Mathieu P.H.,Bedene A.,92,132,601,426,7,6,6,4,,,,,,,2,0,2014
ATP250,Outdoor,Grass,1st Round,3,Duckworth J.,Sela D.,167,107,331,541,0,6,7,6,6,4,,,,,2,1,2014
ATP250,Outdoor,Grass,1st Round,3,Evans D.,Melzer J.,139,51,414,870,6,3,6,7,7,6,,,,,2,1,2014
ATP250,Outdoor,Grass,1st Round,3,Querrey S.,Chardy J.,78,44,685,1015,6,7,7,6,7,6,,,,,2,1,2014
ATP250,Outdoor,Grass,1st Round,3,Kudla D.,Russell M.,122,97,463,593,4,6,6,3,6,1,,,,,2,1,2014
ATP250,Outdoor,Grass,1st Round,3,Mahut N.,Ilhan M.,40,149,1077,394,6,3,6,4,,,,,,,2,0,2014
ATP250,Outdoor,Grass,1st Round,3,Mannarino A.,Cox D.,83,214,640,225,7,5,6,2,,,,,,,2,0,2014
ATP250,Outdoor,Grass,1st Round,3,De Schepper K.,Devvarman S.,66,119,723,495,6,4,7,5,,,,,,,2,0,2014
ATP250,Outdoor,Grass,1st Round,3,Hewitt L.,Gimeno-Traver D.,43,99,1030,587,6,3,6,3,,,,,,,2,0,2014
ATP250,Outdoor,Grass,1st Round,3,Stakhovsky S.,Brands D.,93,130,600,430,7,5,6,2,,,,,,,2,0,2014
ATP250,Outdoor,Grass,1st Round,3,Lopez F.,Lajovic D.,29,76,1350,692,6,3,6,7,6,1,,,,,2,1,2014
ATP250,Outdoor,Grass,1st Round,3,Goffin D.,Thiem D.,105,55,548,851,6,4,6,2,,,,,,,2,0,2014
ATP250,Outdoor,Grass,1st Round,3,Nieminen J.,Paire B.,62,67,790,715,2,6,6,3,7,6,,,,,2,1,2014
ATP250,Outdoor,Grass,1st Round,3,Pospisil V.,Lorenzi P.,35,81,1145,658,6,3,3,6,6,3,,,,,2,1,2014
ATP250,Outdoor,Grass,1st Round,3,Tursunov D.,Sijsling I.,32,58,1200,818,6,3,6,4,,,,,,,2,0,2014
ATP250,Outdoor,Grass,1st Round,3,Roger-Vasselin E.,Donskoy E.,53,102,860,563,6,3,6,7,6,1,,,,,2,1,2014
ATP250,Outdoor,Grass,1st Round,3,Baghdatis M.,Klahn B.,118,72,505,707,6,7,6,2,6,1,,,,,2,1,2014
ATP250,Outdoor,Grass,1st Round,3,Estrella Burgos V.,Benneteau J.,95,46,596,955,6,7,6,3,7,6,,,,,2,1,2014
ATP250,Outdoor,Grass,1st Round,3,Istomin D.,Dustov F.,49,152,915,374,7,6,6,3,,,,,,,2,0,2014
ATP250,Outdoor,Grass,1st Round,3,Matosevic M.,Cilic M.,60,26,802,1410,6,4,6,4,,,,,,,2,0,2014
ATP250,Outdoor,Grass,1st Round,3,Stepanek R.,Kukushkin M.,42,50,1040,915,6,4,6,1,,,,,,,2,0,2014
ATP250,Outdoor,Grass,1st Round,3,Lacko L.,Ebden M.,89,86,617,620,7,6,5,7,6,4,,,,,2,1,2014
ATP250,Outdoor,Grass,2nd Round,3,Anderson K.,Evans D.,18,139,1710,414,6,2,6,3,,,,,,,2,0,2014
ATP250,Outdoor,Grass,2nd Round,3,Querrey S.,Kudla D.,78,122,685,463,6,4,6,3,,,,,,,2,0,2014
ATP250,Outdoor,Grass,2nd Round,3,Dimitrov G.,Ward J.,13,155,2435,361,7,5,6,3,,,,,,,2,0,2014
ATP250,Outdoor,Grass,2nd Round,3,Berdych T.,Duckworth J.,6,167,4680,331,7,6,5,7,6,4,,,,,2,1,2014
ATP250,Outdoor,Grass,2nd Round,3,Mannarino A.,Estrella Burgos V.,83,95,640,596,6,1,6,2,,,,,,,2,0,2014
ATP250,Outdoor,Grass,2nd Round,3,Lopez F.,Hewitt L.,29,43,1350,1030,6,3,6,4,,,,,,,2,0,2014
ATP250,Outdoor,Grass,2nd Round,3,De Schepper K.,Gulbis E.,66,10,723,2725,7,6,7,5,,,,,,,2,0,2014
ATP250,Outdoor,Grass,2nd Round,3,Stepanek R.,Tomic B.,42,82,1040,646,7,6,7,6,,,,,,,2,0,2014
ATP250,Outdoor,Grass,2nd Round,3,Nieminen J.,Tursunov D.,62,32,790,1200,7,6,7,6,,,,,,,2,0,2014
ATP250,Outdoor,Grass,2nd Round,3,Murray A.,Mathieu P.H.,5,92,4840,601,6,4,6,4,,,,,,,2,0,2014
ATP250,Outdoor,Grass,2nd Round,3,Dolgopolov O.,Istomin D.,19,49,1680,915,7,6,7,6,,,,,,,2,0,2014
ATP250,Outdoor,Grass,2nd Round,3,Stakhovsky S.,Pospisil V.,93,35,600,1145,6,4,6,4,,,,,,,2,0,2014
ATP250,Outdoor,Grass,2nd Round,3,Wawrinka S.,Baghdatis M.,3,118,5480,505,3,2,,,,,,,,,0,0,2014
ATP250,Outdoor,Grass,2nd Round,3,Roger-Vasselin E.,Mahut N.,53,40,860,1077,6,3,1,6,7,6,,,,,2,1,2014
ATP250,Outdoor,Grass,2nd Round,3,Matosevic M.,Lacko L.,60,89,802,617,7,6,6,3,,,,,,,2,0,2014
ATP250,Outdoor,Grass,2nd Round,3,Tsonga J.W.,Goffin D.,17,105,1775,548,7,6,6,2,,,,,,,2,0,2014
ATP250,Outdoor,Grass,3rd Round,3,Berdych T.,Mannarino A.,6,83,4680,640,7,6,6,4,,,,,,,2,0,2014
ATP250,Outdoor,Grass,3rd Round,3,Lopez F.,De Schepper K.,29,66,1350,723,7,6,6,7,7,6,,,,,2,1,2014
ATP250,Outdoor,Grass,3rd Round,3,Anderson K.,Stakhovsky S.,18,93,1710,600,6,3,3,6,7,6,,,,,2,1,2014
ATP250,Outdoor,Grass,3rd Round,3,Stepanek R.,Murray A.,42,5,1040,4840,7,6,6,2,,,,,,,2,0,2014
ATP250,Outdoor,Grass,3rd Round,3,Dimitrov G.,Roger-Vasselin E.,13,53,2435,860,7,6,6,4,,,,,,,2,0,2014
ATP250,Outdoor,Grass,3rd Round,3,Dolgopolov O.,Nieminen J.,19,62,1680,790,6,4,4,2,,,,,,,1,0,2014
ATP250,Outdoor,Grass,3rd Round,3,Wawrinka S.,Querrey S.,3,78,5480,685,6,2,6,2,,,,,,,2,0,2014
ATP250,Outdoor,Grass,3rd Round,3,Matosevic M.,Tsonga J.W.,60,17,802,1775,6,2,6,4,,,,,,,2,0,2014
ATP250,Outdoor,Grass,Quarterfinals,3,Stepanek R.,Anderson K.,42,18,1040,1710,1,6,6,3,6,2,,,,,2,1,2014
ATP250,Outdoor,Grass,Quarterfinals,3,Lopez F.,Berdych T.,29,6,1350,4680,6,4,7,6,,,,,,,2,0,2014
ATP250,Outdoor,Grass,Quarterfinals,3,Dimitrov G.,Dolgopolov O.,13,19,2435,1680,,,,,,,,,,,,,2014
ATP250,Outdoor,Grass,Quarterfinals,3,Wawrinka S.,Matosevic M.,3,60,5480,802,7,5,6,3,,,,,,,2,0,2014
ATP250,Outdoor,Grass,Semifinals,3,Dimitrov G.,Wawrinka S.,13,3,2435,5480,6,2,6,4,,,,,,,2,0,2014
ATP250,Outdoor,Grass,Semifinals,3,Lopez F.,Stepanek R.,29,42,1350,1040,7,6,6,4,,,,,,,2,0,2014
ATP250,Outdoor,Grass,The Final,3,Dimitrov G.,Lopez F.,13,29,2435,1350,6,7,7,6,7,6,,,,,2,1,2014
ATP250,Outdoor,Grass,1st Round,3,Chardy J.,Karlovic I.,43,33,1015,1181,6,4,6,4,,,,,,,2,0,2014
ATP250,Outdoor,Grass,1st Round,3,Kamke T.,Evans D.,90,144,607,404,6,2,6,3,,,,,,,2,0,2014
ATP250,Outdoor,Grass,1st Round,3,Klizan M.,Delbonis F.,57,39,840,1099,6,4,6,4,,,,,,,2,0,2014
ATP250,Outdoor,Grass,1st Round,3,Istomin D.,Kukushkin M.,49,58,915,835,7,6,6,7,6,3,,,,,2,1,2014
ATP250,Outdoor,Grass,1st Round,3,Simon G.,Guccione C.,36,613,1135,45,7,6,6,4,,,,,,,2,0,2014
ATP250,Outdoor,Grass,1st Round,3,Tomic B.,Golubev A.,82,55,656,852,6,4,6,4,,,,,,,2,0,2014
ATP250,Outdoor,Grass,1st Round,3,Berlocq C.,Rola B.,44,91,1010,602,6,2,3,1,,,,,,,1,0,2014
ATP250,Outdoor,Grass,1st Round,3,Querrey S.,Edmund K.,77,284,685,165,7,6,6,3,,,,,,,2,0,2014
ATP250,Outdoor,Grass,1st Round,3,Benneteau J.,Lu Y.H.,47,45,945,958,6,2,6,4,,,,,,,2,0,2014
ATP250,Outdoor,Grass,1st Round,3,Roger-Vasselin E.,Kuznetsov An.,53,114,860,527,6,3,6,4,,,,,,,2,0,2014
ATP250,Outdoor,Grass,1st Round,3,Nieminen J.,Giraldo S.,63,37,790,1118,6,3,6,7,6,3,,,,,2,1,2014
ATP250,Outdoor,Grass,1st Round,3,Young D.,Ward J.,69,155,719,371,6,3,6,2,,,,,,,2,0,2014
ATP250,Outdoor,Grass,2nd Round,3,Gasquet R.,Tomic B.,14,82,2310,656,6,4,3,6,6,3,,,,,2,1,2014
ATP250,Outdoor,Grass,2nd Round,3,Roger-Vasselin E.,Nieminen J.,53,63,860,790,6,2,7,6,,,,,,,2,0,2014
ATP250,Outdoor,Grass,2nd Round,3,Klizan M.,Young D.,57,69,840,719,7,6,6,4,,,,,,,2,0,2014
ATP250,Outdoor,Grass,2nd Round,3,Istomin D.,Garcia-Lopez G.,49,31,915,1233,6,2,7,5,,,,,,,2,0,2014
ATP250,Outdoor,Grass,2nd Round,3,Querrey S.,Estrella Burgos V.,77,92,685,600,7,5,,,,,,,,,1,0,2014
ATP250,Outdoor,Grass,2nd Round,3,Benneteau J.,Simon G.,47,36,945,1135,6,3,6,4,,,,,,,2,0,2014
ATP250,Outdoor,Grass,2nd Round,3,Chardy J.,Berlocq C.,43,44,1015,1010,6,4,7,5,,,,,,,2,0,2014
ATP250,Outdoor,Grass,2nd Round,3,Lopez F.,Kamke T.,25,90,1455,607,7,6,7,5,,,,,,,2,0,2014
ATP250,Outdoor,Grass,Quarterfinals,3,Gasquet R.,Klizan M.,14,57,2310,840,6,3,6,4,,,,,,,2,0,2014
ATP250,Outdoor,Grass,Quarterfinals,3,Istomin D.,Roger-Vasselin E.,49,53,915,860,7,6,6,2,,,,,,,2,0,2014
ATP250,Outdoor,Grass,Quarterfinals,3,Querrey S.,Benneteau J.,77,47,685,945,7,6,6,4,,,,,,,2,0,2014
ATP250,Outdoor,Grass,Quarterfinals,3,Lopez F.,Chardy J.,25,43,1455,1015,6,3,6,4,,,,,,,2,0,2014
ATP250,Outdoor,Grass,Semifinals,3,Gasquet R.,Istomin D.,14,49,2310,915,6,4,6,2,,,,,,,2,0,2014
ATP250,Outdoor,Grass,Semifinals,3,Lopez F.,Querrey S.,25,77,1455,685,6,4,7,6,,,,,,,2,0,2014
ATP250,Outdoor,Grass,The Final,3,Lopez F.,Gasquet R.,25,14,1455,2310,6,3,6,7,7,5,,,,,2,1,2014
ATP250,Outdoor,Grass,1st Round,3,Huta Galung J.,Nedovyesov A.,146,101,400,560,6,2,1,0,,,,,,,1,0,2014
ATP250,Outdoor,Grass,1st Round,3,Sela D.,Paire B.,107,70,541,715,6,4,7,6,,,,,,,2,0,2014
ATP250,Outdoor,Grass,1st Round,3,Pospisil V.,Lajovic D.,35,84,1145,650,6,4,7,5,,,,,,,2,0,2014
ATP250,Outdoor,Grass,1st Round,3,Lacko L.,Hanescu V.,87,103,617,552,6,3,6,4,,,,,,,2,0,2014
ATP250,Outdoor,Grass,1st Round,3,Johnson S.,De Schepper K.,68,67,722,723,7,6,7,5,,,,,,,2,0,2014
ATP250,Outdoor,Grass,1st Round,3,Tursunov D.,Klahn B.,32,73,1200,707,6,3,7,6,,,,,,,2,0,2014
ATP250,Outdoor,Grass,1st Round,3,De Bakker T.,Sijsling I.,143,60,405,818,6,4,7,6,,,,,,,2,0,2014
ATP250,Outdoor,Grass,1st Round,3,Ebden M.,Mannarino A.,86,80,618,660,6,3,4,6,6,3,,,,,2,1,2014
ATP250,Outdoor,Grass,1st Round,3,Becker B.,Granollers M.,83,30,653,1250,4,6,6,3,6,4,,,,,2,1,2014
ATP250,Outdoor,Grass,1st Round,3,Melzer J.,Falla A.,52,54,860,853,6,4,6,3,,,,,,,2,0,2014
ATP250,Outdoor,Grass,1st Round,3,Struff J.L.,Rosol L.,65,50,763,865,6,4,6,2,,,,,,,2,0,2014
ATP250,Outdoor,Grass,1st Round,3,Pavic M.,Gonzalez A.,475,74,79,705,7,6,6,3,,,,,,,2,0,2014
ATP250,Outdoor,Grass,1st Round,3,Verdasco F.,Mathieu P.H.,23,88,1555,611,2,6,6,4,6,4,,,,,2,1,2014
ATP250,Outdoor,Grass,1st Round,3,Sousa J.,Lorenzi P.,48,81,944,658,6,3,3,6,6,3,,,,,2,1,2014
ATP250,Outdoor,Grass,1st Round,3,Bautista R.,Gimeno-Traver D.,28,97,1375,587,6,1,6,3,,,,,,,2,0,2014
ATP250,Outdoor,Grass,1st Round,3,Mahut N.,Coppejans K.,41,205,1077,243,6,3,3,6,6,3,,,,,2,1,2014
ATP250,Outdoor,Grass,2nd Round,3,De Bakker T.,Tursunov D.,143,32,405,1200,,,,,,,,,,,,,2014
ATP250,Outdoor,Grass,2nd Round,3,Sousa J.,Pavic M.,48,475,944,79,6,2,6,4,,,,,,,2,0,2014
ATP250,Outdoor,Grass,2nd Round,3,Melzer J.,Lacko L.,52,87,860,617,5,7,6,3,6,3,,,,,2,1,2014
ATP250,Outdoor,Grass,2nd Round,3,Bautista R.,Ebden M.,28,86,1375,618,7,5,7,6,,,,,,,2,0,2014
ATP250,Outdoor,Grass,2nd Round,3,Becker B.,Sela D.,83,107,653,541,6,2,7,5,,,,,,,2,0,2014
ATP250,Outdoor,Grass,2nd Round,3,Verdasco F.,Huta Galung J.,23,146,1555,400,7,5,6,3,,,,,,,2,0,2014
ATP250,Outdoor,Grass,2nd Round,3,Mahut N.,Johnson S.,41,68,1077,722,6,2,7,6,,,,,,,2,0,2014
ATP250,Outdoor,Grass,2nd Round,3,Pospisil V.,Struff J.L.,35,65,1145,763,6,4,6,2,,,,,,,2,0,2014
ATP250,Outdoor,Grass,Quarterfinals,3,Sousa J.,De Bakker T.,48,143,944,405,6,4,6,2,,,,,,,2,0,2014
ATP250,Outdoor,Grass,Quarterfinals,3,Becker B.,Pospisil V.,83,35,653,1145,6,7,7,6,6,4,,,,,2,1,2014
ATP250,Outdoor,Grass,Quarterfinals,3,Bautista R.,Mahut N.,28,41,1375,1077,6,3,4,6,6,3,,,,,2,1,2014
ATP250,Outdoor,Grass,Quarterfinals,3,Melzer J.,Verdasco F.,52,23,860,1555,7,6,6,7,7,6,,,,,2,1,2014
ATP250,Outdoor,Grass,Semifinals,3,Becker B.,Sousa J.,83,48,653,944,6,3,7,6,,,,,,,2,0,2014
ATP250,Outdoor,Grass,Semifinals,3,Bautista R.,Melzer J.,28,52,1375,860,4,6,6,2,7,6,,,,,2,1,2014
ATP250,Outdoor,Grass,The Final,3,Bautista R.,Becker B.,28,83,1375,653,2,6,7,6,6,4,,,,,2,1,2014
Grand Slam,Outdoor,Grass,1st Round,5,Gulbis E.,Zopp J.,10,272,2725,174,7,6,7,5,7,6,,,,,3,0,2014
Grand Slam,Outdoor,Grass,1st Round,5,Berdych T.,Hanescu V.,6,104,4680,552,6,7,6,1,6,4,6,3,,,3,1,2014
Grand Slam,Outdoor,Grass,1st Round,5,Simon G.,Kravchuk K.,44,221,1005,221,6,2,7,6,7,5,,,,,3,0,2014
Grand Slam,Outdoor,Grass,1st Round,5,Rola B.,Andujar P.,92,80,596,666,6,3,6,1,6,4,,,,,3,0,2014
Grand Slam,Outdoor,Grass,1st Round,5,Matosevic M.,Verdasco F.,58,24,827,1555,6,4,4,6,6,4,6,2,,,3,1,2014
Grand Slam,Outdoor,Grass,1st Round,5,Stakhovsky S.,Berlocq C.,90,43,610,1010,6,3,6,3,6,3,,,,,3,0,2014
Grand Slam,Outdoor,Grass,1st Round,5,Mayer L.,Seppi A.,64,36,784,1105,6,3,2,6,4,6,7,6,6,4,3,2,2014
Grand Slam,Outdoor,Grass,1st Round,5,Youzhny M.,Ward J.,16,154,1790,371,6,2,6,2,6,1,,,,,3,0,2014
Grand Slam,Outdoor,Grass,1st Round,5,Murray A.,Goffin D.,5,105,4680,548,6,1,6,4,7,5,,,,,3,0,2014
Grand Slam,Outdoor,Grass,1st Round,5,Wang J.,Gonzalez A.,147,76,397,705,6,3,6,3,6,2,,,,,3,0,2014
Grand Slam,Outdoor,Grass,1st Round,5,Chardy J.,Cox D.,42,214,1015,226,6,2,7,6,6,7,6,3,,,3,1,2014
Grand Slam,Outdoor,Grass,1st Round,5,Roger-Vasselin E.,Volandri F.,50,117,885,523,7,6,6,2,6,4,,,,,3,0,2014
Grand Slam,Outdoor,Grass,1st Round,5,Anderson K.,Bedene A.,18,140,1745,416,6,3,7,5,6,2,,,,,3,0,2014
Grand Slam,Outdoor,Grass,1st Round,5,Baghdatis M.,Brown D.,119,79,515,668,6,4,7,5,2,6,7,6,,,3,1,2014
Grand Slam,Outdoor,Grass,1st Round,5,Tomic B.,Donskoy E.,86,114,631,526,6,4,6,3,6,2,,,,,3,0,2014
Grand Slam,Outdoor,Grass,1st Round,5,Haase R.,Pospisil V.,53,33,865,1170,7,6,4,6,7,5,6,3,,,3,1,2014
Grand Slam,Outdoor,Grass,1st Round,5,Saville L.,Thiem D.,236,57,204,851,7,5,6,4,3,6,6,4,,,3,1,2014
Grand Slam,Outdoor,Grass,1st Round,5,Puetz T.,Gabashvili T.,251,61,191,798,2,6,6,4,6,2,6,2,,,3,1,2014
Grand Slam,Outdoor,Grass,1st Round,5,Dimitrov G.,Harrison R.,13,150,2595,386,7,6,6,3,6,2,,,,,3,0,2014
Grand Slam,Outdoor,Grass,1st Round,5,Ferrer D.,Carreno-Busta P.,7,60,4190,809,6,0,6,7,6,1,6,1,,,3,1,2014
Grand Slam,Outdoor,Grass,1st Round,5,Bautista R.,Johnson S.,23,70,1580,727,6,3,6,7,6,4,7,5,,,3,1,2014
Grand Slam,Outdoor,Grass,1st Round,5,Stepanek R.,Cuevas P.,38,112,1085,531,6,2,6,4,6,4,,,,,3,0,2014
Grand Slam,Outdoor,Grass,1st Round,5,Hernych J.,Kamke T.,285,87,165,629,6,3,6,7,6,3,5,7,6,4,3,2,2014
Grand Slam,Outdoor,Grass,1st Round,5,Cilic M.,Mathieu P.H.,29,89,1350,611,6,4,6,7,6,2,6,1,,,3,1,2014
Grand Slam,Outdoor,Grass,1st Round,5,Fognini F.,Kuznetsov Al.,15,148,2155,394,2,6,1,6,6,4,6,1,9,7,3,2,2014
Grand Slam,Outdoor,Grass,1st Round,5,Haider-Maurer A.,Edmund K.,95,320,589,145,6,3,7,6,6,2,,,,,3,0,2014
Grand Slam,Outdoor,Grass,1st Round,5,Djokovic N.,Golubev A.,2,56,12330,852,6,0,6,1,6,4,,,,,3,0,2014
Grand Slam,Outdoor,Grass,1st Round,5,Kuznetsov An.,Evans D.,118,143,519,404,6,1,7,5,3,6,7,6,,,3,1,2014
Grand Slam,Outdoor,Grass,1st Round,5,Dolgopolov O.,Groth S.,19,124,1680,471,7,5,7,6,7,6,,,,,3,0,2014
Grand Slam,Outdoor,Grass,1st Round,5,Becker B.,Young D.,65,69,783,732,6,4,6,3,6,4,,,,,3,0,2014
Grand Slam,Outdoor,Grass,1st Round,5,Granollers M.,Mahut N.,224,54,216,860,6,4,7,6,6,7,6,4,,,3,1,2014
Grand Slam,Outdoor,Grass,1st Round,5,Hewitt L.,Przysiezny M.,48,120,950,512,6,2,6,7,6,1,6,4,,,3,1,2014
Grand Slam,Outdoor,Grass,1st Round,5,Kudla D.,Ilhan M.,136,151,428,384,7,6,6,4,4,6,7,5,,,3,1,2014
Grand Slam,Outdoor,Grass,1st Round,5,Janowicz J.,Devvarman S.,25,125,1510,462,4,6,6,3,6,3,3,6,6,3,3,2,2014
Grand Slam,Outdoor,Grass,1st Round,5,Kyrgios N.,Robert S.,144,78,400,687,7,6,7,6,6,7,6,2,,,3,1,2014
Grand Slam,Outdoor,Grass,1st Round,5,Lajovic D.,Garcia-Lopez G.,84,34,650,1163,7,6,6,2,3,6,3,6,6,3,3,2,2014
Grand Slam,Outdoor,Grass,1st Round,5,Lu Y.H.,Nedovyesov A.,47,102,958,560,6,4,4,6,6,4,1,6,6,1,3,2,2014
Grand Slam,Outdoor,Grass,1st Round,5,Nishikori K.,De Schepper K.,12,73,2690,711,6,4,7,6,7,5,,,,,3,0,2014
Grand Slam,Outdoor,Grass,1st Round,5,Giraldo S.,Gimeno-Traver D.,35,96,1118,587,6,1,7,5,6,0,,,,,3,0,2014
Grand Slam,Outdoor,Grass,1st Round,5,Kubot L.,Struff J.L.,72,66,713,766,7,6,6,4,6,4,,,,,3,0,2014
Grand Slam,Outdoor,Grass,1st Round,5,Wawrinka S.,Sousa J.,3,41,5420,1030,6,3,6,4,6,3,,,,,3,0,2014
Grand Slam,Outdoor,Grass,1st Round,5,Tsonga J.W.,Melzer J.,17,49,1775,940,6,1,3,6,3,6,6,2,6,4,3,2,2014
Grand Slam,Outdoor,Grass,1st Round,5,Gasquet R.,Duckworth J.,14,161,2415,346,6,7,6,3,3,6,6,0,6,1,3,2,2014
Grand Slam,Outdoor,Grass,1st Round,5,Federer R.,Lorenzi P.,4,83,4945,653,6,1,6,1,6,3,,,,,3,0,2014
Grand Slam,Outdoor,Grass,1st Round,5,Dancevic F.,Karlovic I.,107,32,544,1181,6,4,7,6,7,6,,,,,3,0,2014
Grand Slam,Outdoor,Grass,1st Round,5,Rosol L.,Paire B.,52,71,865,715,6,3,3,6,7,6,6,4,,,3,1,2014
Grand Slam,Outdoor,Grass,1st Round,5,Lopez F.,Sugita Y.,26,145,1455,399,7,6,7,6,7,6,,,,,3,0,2014
Grand Slam,Outdoor,Grass,1st Round,5,Querrey S.,Klahn B.,67,75,755,707,6,7,6,4,6,1,7,5,,,3,1,2014
Grand Slam,Outdoor,Grass,1st Round,5,Nadal R.,Klizan M.,1,51,12500,865,4,6,6,3,6,3,6,3,,,3,1,2014
Grand Slam,Outdoor,Grass,1st Round,5,Raonic M.,Ebden M.,9,85,3245,632,6,2,6,4,6,4,,,,,3,0,2014
Grand Slam,Outdoor,Grass,1st Round,5,Kukushkin M.,Sela D.,63,101,787,561,6,4,6,4,6,4,,,,,3,0,2014
Grand Slam,Outdoor,Grass,1st Round,5,Pavic A.,Falla A.,163,55,345,853,6,4,6,3,7,5,,,,,3,0,2014
Grand Slam,Outdoor,Grass,1st Round,5,Sock J.,Herbert P.H.,77,130,698,447,6,7,6,2,7,6,6,4,,,3,1,2014
Grand Slam,Outdoor,Grass,1st Round,5,Muller G.,Benneteau J.,103,46,555,970,6,4,7,6,7,6,,,,,3,0,2014
Grand Slam,Outdoor,Grass,1st Round,5,Bolelli S.,Ito T.,132,129,445,448,7,5,7,6,3,6,7,6,,,3,1,2014
Grand Slam,Outdoor,Grass,1st Round,5,Isner J.,Smethurst D.,11,234,2690,205,7,5,6,3,6,4,,,,,3,0,2014
Grand Slam,Outdoor,Grass,1st Round,5,Monfils G.,Jaziri M.,21,121,1635,510,7,6,7,5,6,4,,,,,3,0,2014
Grand Slam,Outdoor,Grass,1st Round,5,Istomin D.,Tursunov D.,45,31,985,1200,7,5,6,4,3,6,6,2,,,3,1,2014
Grand Slam,Outdoor,Grass,1st Round,5,Nieminen J.,Delbonis F.,62,37,790,1099,6,3,7,6,7,5,,,,,3,0,2014
Grand Slam,Outdoor,Grass,1st Round,5,Vesely J.,Estrella Burgos V.,68,91,741,600,5,1,,,,,,,,,0,0,2014
Grand Slam,Outdoor,Grass,1st Round,5,Reister J.,Russell M.,110,94,535,593,6,4,6,4,6,7,4,6,7,5,3,2,2014
Grand Slam,Outdoor,Grass,1st Round,5,Mannarino A.,Riba P.,81,82,664,662,6,2,6,3,6,4,,,,,3,0,2014
Grand Slam,Outdoor,Grass,1st Round,5,Kohlschreiber P.,Sijsling I.,28,59,1440,818,6,4,6,4,6,2,,,,,3,0,2014
Grand Slam,Outdoor,Grass,1st Round,5,Robredo T.,Lacko L.,22,88,1630,629,7,6,1,6,6,2,6,4,,,3,1,2014
Grand Slam,Outdoor,Grass,2nd Round,5,Anderson K.,Roger-Vasselin E.,18,50,1745,885,7,6,1,6,6,3,6,4,,,3,1,2014
